tag,patterns,responses,sumber
#ASI,Mengapa ASI penting untuk bayi?,"
Air Susu Ibu (ASI) sangat penting untuk bayi karena mengandung semua nutrisi yang dibutuhkan bayi untuk tumbuh kembang optimal, hingga usia 6 bulan. Berikut beberapa alasan mengapa ASI penting untuk bayi:

1. Kaya Nutrisi:

ASI mengandung protein, lemak, karbohidrat, vitamin, dan mineral dalam jumlah yang tepat untuk bayi.
ASI juga mengandung zat antibodi yang membantu melawan infeksi dan penyakit.
ASI mudah dicerna oleh bayi dan membantu mencegah sembelit.
2. Meningkatkan Kekebalan Tubuh:

ASI mengandung kolostrum, zat yang kaya antibodi dan membantu melindungi bayi dari infeksi.
Menyusui membantu bayi mengembangkan sistem kekebalan tubuh yang kuat dan membantu mencegah alergi, asma, dan penyakit kronis lainnya.
3. Meningkatkan Kecerdasan:

ASI mengandung asam lemak omega-3 dan omega-6 yang penting untuk perkembangan otak bayi.
Menyusui membantu meningkatkan kemampuan belajar dan memori bayi.
4. Membangun Ikatan Emosional:

Menyusui membantu membangun ikatan emosional yang kuat antara ibu dan bayi.
Kontak kulit ke kulit saat menyusui membantu bayi merasa aman dan dicintai.
5. Menjaga Kesehatan Ibu:

Menyusui membantu ibu menurunkan risiko kanker payudara, kanker ovarium, dan diabetes tipe 2.
Menyusui juga membantu ibu lebih cepat kembali ke berat badan sebelum hamil.
Rekomendasi:

Ibu dianjurkan untuk menyusui eksklusif selama 6 bulan pertama kehidupannya.
Setelah 6 bulan, ibu dapat mulai memberikan MPASI sambil terus menyusui hingga 2 tahun atau lebih.
Konsultasikan dengan dokter anak jika Anda memiliki pertanyaan tentang ASI eksklusif atau MPASI.","https://upk.kemkes.go.id/new/ketahui-manfaat-asi-eksklusif-bagi-bayi-dan-ibu
https://www.halodoc.com/artikel/apa-manfaat-memberikan-asi-eksklusif-pada-bayi
https://upk.kemkes.go.id/new/ketahui-manfaat-asi-eksklusif-bagi-bayi-dan-ibu
https://dinkes.acehprov.go.id/detailpost/ayu-marzuki-dorong-para-ibu-tingkatkan-asupan-asi-pada-bayi"
#ASI,Berapa lama sebaiknya bayi diberikan ASI eksklusif?,"Bayi dianjurkan untuk diberikan ASI eksklusif selama 6 bulan pertama kehidupannya. Artinya, bayi hanya menyusu langsung dari payudara ibu atau melalui botol yang berisi ASI perah, tanpa pemberian makanan dan minuman lain, kecuali obat.


Setelah 6 bulan:
Ibu dapat mulai memberikan MPASI (Makanan Pendamping ASI) sambil terus menyusui.
Menyusui tetap dianjurkan hingga 2 tahun atau lebih.

","https://www.siloamhospitals.com/en/informasi-siloam/artikel/manfaat-asi-eksklusif
https://www.halodoc.com/artikel/apa-manfaat-memberikan-asi-eksklusif-pada-bayi)
https://ayosehat.kemkes.go.id/manfaat-asi-eksklusif-untuk-ibu-dan-bayi)
https://ayosehat.kemkes.go.id/manfaat-asi-eksklusif-untuk-ibu-dan-bayi)
"
#ASI,Kapan waktu yang tepat untuk mulai memberikan ASI kepada bayi?,"Waktu yang tepat untuk mulai memberikan ASI kepada bayi adalah segera setelah lahir, ideally dalam waktu 1 jam pertama setelah kelahiran. Hal ini disebut Inisiasi Menyusu Dini (IMD).
Manfaat IMD:
Membantu membangun ikatan emosional antara ibu dan bayi.
Membantu merangsang produksi ASI.
Membantu mencegah hipotermia pada bayi.
Membantu meningkatkan sistem kekebalan tubuh bayi.
Membantu mengurangi risiko infeksi pada bayi.

Cara memberikan ASI pada IMD:
Letakkan bayi di atas dada Anda segera setelah lahir.
Biarkan bayi mencari puting susu Anda sendiri.
Dukung bayi Anda saat menyusu.
Sabarlah dan biarkan bayi menyusu sesering mungkin.

Jika Anda mengalami kesulitan menyusui:
Mintalah bantuan kepada bidan atau dokter.
Ada banyak sumber daya yang tersedia untuk membantu Anda menyusui, seperti kelompok menyusui dan konsultan laktasi.

","https://cimahikota.go.id/index.php/artikel/detail/1117-ini-dia-7-manfaat-memberi-asi-bagi-kesehatan-ibu
https://www.orami.co.id/magazine/cara-menyusui-yang-benar
https://upk.kemkes.go.id/new/ketahui-manfaat-asi-eksklusif-bagi-bayi-dan-ibu
https://www.idai.or.id/artikel/seputar-kesehatan-anak/mengapa-ibu-harus-menyusui-2

"
#ASI,Seberapa sering bayi perlu disusui dalam sehari?,"Frekuensi menyusui bayi dalam sehari berbeda-beda, tergantung pada usia, kebutuhan, dan tanda-tanda lapar bayi.

Pada umumnya:

Bayi baru lahir: Bayi baru lahir perlu disusui 8-12 kali dalam sehari, setiap 2-3 jam sekali, termasuk di malam hari.
Bayi usia 1-2 bulan: Bayi usia 1-2 bulan perlu disusui 7-9 kali dalam sehari, setiap 3-4 jam sekali, termasuk di malam hari.
Bayi usia 3-4 bulan: Bayi usia 3-4 bulan perlu disusui 5-6 kali dalam sehari, setiap 4-5 jam sekali, termasuk di malam hari.
Bayi usia 6-12 bulan: Bayi usia 6-12 bulan perlu disusui 4-5 kali dalam sehari, setiap 4-6 jam sekali, termasuk di malam hari.",
#ASI,,"Manfaat ASI bagi Kesehatan Bayi
Air Susu Ibu (ASI) merupakan makanan terbaik dan ideal bagi bayi sejak lahir hingga usia 6 bulan. Organisasi Kesehatan Dunia (WHO) dan UNICEF merekomendasikan pemberian ASI eksklusif selama 6 bulan pertama kehidupan bayi, dilanjutkan dengan pemberian ASI hingga usia 2 tahun atau lebih.
ASI memiliki banyak manfaat bagi kesehatan bayi, baik dalam jangka pendek maupun jangka panjang. Berikut adalah beberapa manfaat ASI yang telah dibuktikan secara ilmiah:
Manfaat ASI untuk Kesehatan Bayi:
1. Mendukung Pertumbuhan dan Perkembangan Fisik
ASI mengandung semua nutrisi yang dibutuhkan bayi untuk tumbuh dan berkembang dengan optimal, termasuk protein, lemak, karbohidrat, vitamin, dan mineral.
Asam lemak esensial dalam ASI, seperti DHA dan ARA, penting untuk perkembangan otak dan mata bayi.
ASI juga mengandung prebiotik dan probiotik yang membantu pencernaan bayi dan meningkatkan sistem kekebalan tubuhnya.

2. Meningkatkan Sistem Kekebalan Tubuh
ASI kaya akan antibodi dan faktor kekebalan lainnya yang membantu melindungi bayi dari infeksi, seperti diare, pneumonia, dan infeksi telinga.
Bayi yang disusui eksklusif memiliki risiko lebih rendah terkena penyakit alergi, seperti asma, eksim, dan alergi makanan.

3. Meningkatkan Kecerdasan
ASI mengandung zat-zat yang penting untuk perkembangan otak bayi, seperti kolin, taurin, dan asam lemak omega-3.
Bayi yang disusui memiliki skor IQ yang lebih tinggi dan performa yang lebih baik dalam tes kognitif dibandingkan dengan bayi yang tidak disusui.

4. Mengurangi Risiko Kematian Bayi
Bayi yang disusui memiliki risiko lebih rendah meninggal karena berbagai penyebab, termasuk infeksi, diare, dan pneumonia.
Menyusui juga dapat membantu mengurangi risiko kematian bayi mendadak (Sudden Infant Death Syndrome - SIDS).

5. Manfaat bagi Kesehatan Ibu
Menyusui dapat membantu ibu menurunkan berat badan setelah melahirkan dan mengurangi risiko kanker payudara, kanker ovarium, dan diabetes tipe 2.
Menyusui juga dapat membantu memperkuat ikatan emosional antara ibu dan bayi.


Kesimpulan:
Memberikan ASI kepada bayi merupakan investasi terbaik untuk kesehatan dan masa depan bayi. Manfaat ASI tidak hanya untuk bayi, tetapi juga untuk ibu. Oleh karena itu, ibu dianjurkan untuk memberikan ASI eksklusif kepada bayinya selama 6 bulan pertama dan dilanjutkan dengan pemberian ASI hingga usia 2 tahun atau lebih.
","https://www.halodoc.com/artikel/mau-tahu-istimewanya-asi-ini-manfaatnya-bagi-bayi-dan-ibu

https://www.halodoc.com/artikel/tak-hanya-untuk-bayi-asi-juga-penting-untuk-ibu

https://upk.kemkes.go.id/new/ketahui-manfaat-asi-eksklusif-bagi-bayi-dan-ibu

https://upk.kemkes.go.id/new/ketahui-manfaat-asi-eksklusif-bagi-bayi-dan-ibu
"
#ASI,Apa manfaat ASI untuk kesehatan bayi?,"1. Mengandung zat gizi sesuai kebutuhan bayi yang berguna untuk menunjang pertumbuhan dan perkembangan fisik serta kecerdasan.
2. Melindungi bayi dari alergi.
3. Aman dan terjamin kebersihannya, karena langsung disusukan kepada bayi dalam keadaan segar.
4. Membantu dalam memperbaiki refleks menghisap, menelan dan pernapasan bagi bayi.
5. Bayi dapat lebih sehat, lincah dan tidak cengeng.
6. Bayi tidak sering sakit. 
7. menghindari infeksi
8. menghindari resiko diare 
9. menghindari resiko muntah
10. mencegah sindrom kematian bayi mendadak (SIDS)
11. mengantisipasi kegemukan
12. menghindari penyakit kardiovaskular di masa dewasa
","https://www.nhs.uk/conditions/baby/breastfeeding-and-bottle-feeding/breastfeeding/benefits/

https://upk.kemkes.go.id/new/6-manfaat-asi-bagi-kesehatan-bayi#:~:text=Mengandung%20zat%20gizi%20sesuai%20kebutuhan,kepada%20bayi%20dalam%20keadaan%20segar
"
#ASI,Bagaimana ASI membantu dalam perkembangan bayi?,"ASI dan Perkembangan Bayi
Air Susu Ibu (ASI) bukan hanya makanan terbaik untuk bayi, tetapi juga berperan penting dalam perkembangannya, baik fisik, mental, maupun emosional. ASI mengandung berbagai zat penting yang tidak hanya memenuhi kebutuhan nutrisi bayi, tetapi juga membantu membangun sistem kekebalan tubuh, otak, dan organ tubuh lainnya.

Berikut adalah beberapa cara ASI membantu dalam perkembangan bayi:

1. Mendukung Pertumbuhan dan Perkembangan Fisik

ASI mengandung semua nutrisi yang dibutuhkan bayi untuk tumbuh dan berkembang dengan optimal, termasuk protein, lemak, karbohidrat, vitamin, dan mineral.
Asam lemak esensial dalam ASI, seperti DHA dan ARA, penting untuk perkembangan otak dan mata bayi.
ASI juga mengandung prebiotik dan probiotik yang membantu pencernaan bayi dan meningkatkan sistem kekebalan tubuhnya.
2. Meningkatkan Sistem Kekebalan Tubuh

ASI kaya akan antibodi dan faktor kekebalan lainnya yang membantu melindungi bayi dari infeksi, seperti diare, pneumonia, dan infeksi telinga.
Bayi yang disusui eksklusif memiliki risiko lebih rendah terkena penyakit alergi, seperti asma, eksim, dan alergi makanan.
3. Meningkatkan Kecerdasan

ASI mengandung zat-zat yang penting untuk perkembangan otak bayi, seperti kolin, taurin, dan asam lemak omega-3.
Bayi yang disusui memiliki skor IQ yang lebih tinggi dan performa yang lebih baik dalam tes kognitif dibandingkan dengan bayi yang tidak disusui.
4. Mengurangi Risiko Kematian Bayi

Bayi yang disusui memiliki risiko lebih rendah meninggal karena berbagai penyebab, termasuk infeksi, diare, dan pneumonia.
Menyusui juga dapat membantu mengurangi risiko kematian bayi mendadak (Sudden Infant Death Syndrome - SIDS).
5. Memperkuat Ikatan Emosional antara Ibu dan Bayi

Menyusui merupakan proses yang intim dan penuh kasih sayang yang membantu membangun ikatan emosional yang kuat antara ibu dan bayi.
Kontak kulit-ke-kulit saat menyusui dapat membantu menenangkan bayi dan membuatnya merasa aman dan dicintai.
Kesimpulan:

Memberikan ASI kepada bayi merupakan investasi terbaik untuk kesehatan dan masa depan bayi. Manfaat ASI tidak hanya untuk bayi, tetapi juga untuk ibu. Oleh karena itu, ibu dianjurkan untuk memberikan ASI eksklusif kepada bayinya selama 6 bulan pertama dan dilanjutkan dengan pemberian ASI hingga usia 2 tahun atau lebih.","https://www.alodokter.com/komunitas/topic/perihal-mpasi-6-bulan
https://www.halodoc.com/artikel/inilah-resep-mpasi-terbaik-untuk-bayi-6-bulan-pertama
https://www.idai.or.id/artikel/klinik/asi/pemberian-makanan-pendamping-air-susu-ibu-mpasi"
#ASI,"Bagaimana cara meningkatkan produksi ASI?
edit
","Berikut beberapa cara yang dapat dilakukan untuk meningkatkan produksi ASI:

1. Sering Menyusui atau Memerah ASI

Semakin sering payudara distimulasi, semakin banyak ASI yang akan diproduksi.
Bayi yang disusui on-demand (sesuai permintaan) atau ibu yang memerah ASI setiap 2-3 jam, termasuk di malam hari, akan memiliki produksi ASI yang lebih banyak.
2. Pastikan Perlekatan dan Posisi Menyusui yang Benar

Perlekatan dan posisi menyusui yang benar penting untuk memastikan bayi mendapatkan cukup ASI dan untuk merangsang produksi ASI yang optimal.
Konsultasikan dengan bidan atau konselor laktasi untuk memastikan perlekatan dan posisi menyusui bayi Anda sudah benar.
3. Istirahat yang Cukup dan Kelola Stres

Ibu yang kurang istirahat atau stres dapat mengalami penurunan produksi ASI.
Pastikan ibu mendapatkan tidur yang cukup (minimal 7-8 jam per malam) dan lakukan aktivitas yang dapat membantu mengelola stres, seperti yoga, meditasi, atau mendengarkan musik.
4. Konsumsi Makanan Sehat dan Minum Air Putih yang Cukup

Ibu menyusui membutuhkan banyak kalori, protein, vitamin, dan mineral untuk memproduksi ASI.
Pastikan ibu mengonsumsi makanan yang sehat dan bergizi seimbang, serta minum air putih yang cukup (minimal 8 gelas per hari).
5. Konsumsi Pelancar ASI

Ada beberapa makanan dan minuman yang dipercaya dapat membantu melancarkan ASI, seperti daun katuk, daun pepaya, kacang-kacangan, dan oatmeal.
Ibu dapat mencoba mengonsumsi makanan dan minuman tersebut, namun perlu diingat bahwa efektivitasnya pada setiap ibu dapat berbeda-beda.
6. Konsultasikan dengan Dokter atau Konselor Laktasi

Jika ibu mengalami kesulitan untuk meningkatkan produksi ASI, konsultasikan dengan dokter atau konselor laktasi.
Dokter atau konselor laktasi dapat membantu ibu untuk identifying any underlying medical conditions or breastfeeding problems that may be affecting milk supply and recommend appropriate treatment options.
Tips Tambahan:

Hindari merokok dan konsumsi alkohol.
Gunakan pompa ASI jika ibu tidak dapat menyusui secara langsung.
Bergabung dengan komunitas ibu menyusui untuk mendapatkan dukungan dan informasi.","https://www.siloamhospitals.com/informasi-siloam/artikel/cara-memperbanyak-asi
https://ayosehat.kemkes.go.id/moms-konsumsi-makanan-ini-agar-asi-melimpah"
#ASI,"Apa yang harus dilakukan jika produksi ASI menurun?
","
1.	Terus menyusui
Pada dasarnya, tubuh Bunda akan menyesuaikan produksi ASI dengan kebutuhan Si Kecil. Jadi, jangan berhenti dan lebih sering menyusui.
2.	Memompa ASI
Jika Bunda tidak dapat menyusui secara langsung karena bekerja, pastikan untuk memompa ASI secara teratur. Rajin memompa ASI juga dapat membantu menjaga tingkat produksi ASI.
3.	Memeriksa pelekatan
Periksa apakah mulut Si Kecil sudah melekat sempurna pada payudara Bunda. Jika belum, mungkin Bunda dapat berkonsultasi ke dokter atau konselor laktasi.
4.	Menghindari alkohol dan rokok
Selama masa menyusui, sebaiknya Bunda tidak mengonsumsi minuman keras dan merokok, ya. Keduanya dapat mengurangi produksi serta kualitas ASI.
5.	Memilih alat kontrasepsi untuk ibu menyusui
Jika Bunda ingin menggunakan kontrasepsi, pilihlah pil KB yang hanya mengandung progestin, dan jangan mengonsumsi pil KB kombinasi karena dapat mengganggu suplai ASI. Bila perlu, konsultasikan pilihan KB yang tepat pada dokter.
6.	Menghindari pemberian susu formula
Sebaiknya, hindari memberikan susu formula pada Si Kecil, kecuali atas indikasi medis. Hal ini karena ia bisa jadi akan lebih menyukai susu formula, sehingga lebih jarang menyusu dan lama-kelamaan produksi ASI Bunda akan berkurang.
7.	Susui Si Kecil sesaat setelah melahirkan dan hindari menunda waktu menyusui.
8.	Berikan ASI kepada Si Kecil setidaknya setiap 2?3 jam atau 8?12 kali dalam sehari.
9.	Pastikan mulut Si Kecil sudah melekat sempurna pada puting saat memberikan ASI.
10.	Hindari penggunaan dot atau empeng.
11.	Pompa ASI secara rutin dan simpan stok ASI di dalam lemari es.
12.	Cobalah metode kanguru saat memberikan ASI kepada Si Kecil.

","https://www.alodokter.com/bunda-ini-berbagai-penyebab-ASI-berkurang-dan-cara-mengatasinya

https://www.alodokter.com/menelusuri-penyebab-asi-berkurang-dan-cara-meningkatkannya
"
#ASI,Bagaimana posisi menyusui yang benar?,"1. Cari Posisi yang Nyaman
Posisi yang baik dapat mencakup duduk tegak dengan punggung yang bisa ditopang menggunakan bantal dan posisi kaki yang rileks. Selain itu, bisa juga memanfaatkan bantal di pangkuan untuk meletakkan bayi sambil digendong. Pilihlah posisi yang membuat merasa santai dan mendukung kenyamanan selama proses menyusui. Bagi Ibu yang baru melakukan operasi caesar, biasanya dokter akan menyarankan untuk menyusui dengan cara berbaring miring dan meletakkan si Kecil di samping saat menyusui. Bagaimanapun posisi saat menyusui, jangan sampai membungkukkan tulang belakang ketika berbaring atau duduk. Sebab, hal ini dapat mengganggu kenyamanan dan menimbulkan rasa sakit.

2.  Kuasai Cara Gendong Bayi
?	Gendong bayi dengan salah satu lengan.
?	Letakkan kepalanya pada bagian dalam lengkungan siku Mama.
?	Tahan bokong si Kecil dengan telapak tangan.
?	Gunakan satu tangan lagi untuk mendekap si Kecil.
?	Tempelkan perut bayi dengan perut Mama.
?	Posisikan mulut bayi di hadapan puting Mama.
?	Pastikan telinga dan lengan bayi yang di atas berada dalam satu garis lurus.
Saat menggendong, pastikan posisi kepala si Kecil di-support lebih tinggi daripada badannya agar ia lebih mudah menelan ASI tanpa tersedak ataupun gumoh.

3. Posisikan Bayi Dekat dengan Payudara
?	Saat bibir bayi terbuka dengan lebar ketika akan menyusui, dekatkan bayi ke payudara dengan lembut. Namun, jangan langsung memasukkan puting ke dalam mulut bayi, supaya ia dapat berinisiatif untuk ?mencarinya? sendiri.
?	Pastikan kepala, leher, dan tubuh bayi berada dalam satu garis lurus. Biarkan posisi si Kecil sedikit miring ke belakang agar bibir atasnya bisa bersentuhan dengan puting. 
?	Gunakan bantal penyangga atau bantal menyusui untuk memberikan dukungan tambahan bagi posisi si Kecil. Untuk melakukan proses ini, diperlukan beberapa kali percobaan agar si Kecil dapat membuka mulut dengan lebar untuk memasukkan puting secara tepat.

4. Mengusap Bibir Bayi dengan Puting
Tujuannya adalah untuk merangsang refleks mulut bayi sehingga memudahkan si Kecil dalam mengambil puting. Mengarahkan puting di sekitar hidung bayi juga dapat memancing si Kecil untuk membuka mulut dengan lebar. Proses ini dapat membantu bayi untuk mengetahui posisi puting sehingga menyusui bisa menjadi lebih mudah.

5. Perhatikan Cara Bayi Mengisap Payudara
?	Bayi yang menyusui dengan benar akan mengisap dengan ritme yang konstan dan perlahan. Mama akan melihat gerakan rahang bayi yang terkoordinasi dengan pernapasan. 
?	Jika Ibu sudah merasa nyaman dan tidak ada rasa sakit berlebihan yang dirasakan, ini menunjukkan bahwa si Kecil mengisap dengan baik.
?	Namun, ketika bayi belum mengisap dengan benar, harus kembali memposisikan bayi dengan baik. Ibu dapat melepaskan payudara untuk mengusap kembali puting ke arah bibir si Kecil supaya menempel dengan tepat pada bagian areola. 
?	Hal yang wajar jika melakukan beberapa kali percobaan agar mendapatkan posisi menyusui yang tepat. Ibu hanya perlu lebih bersabar dan terus mencoba dengan lembut.

6. Posisikan Mulut Bayi Menutup Areola
?	Pastikan mulut bayi membuka lebar dan menutupi sebagian besar areola. Areola adalah area dengan warna gelap di sekitar puting yang berperan penting dalam proses menyusui. Hal ini penting dilakukan untuk memastikan bayi mendapatkan perlekatan yang baik, di mana bibir bawah meliputi lebih banyak areola dibanding bibir bagian atas.
?	Jika bayi hanya mengisap bagian puting saja, ia tidak dapat merangsang kelenjar ASI dengan baik. Bahkan, hal ini juga dapat menyakitkan Mama karena payudara akan terasa nyeri dan lecet di bagian puting. Jika posisi, gerakan mulut, lidah, dan bibir bayi pada posisi tepat, akan merangsang ASI untuk keluar dari kelenjar payudara.

7. Mengosongkan Satu Payudara Sebelum Menggantinya
Di fase menyusui, payudara akan membuat zat tebal dan kekuningan yang disebut dengan kolostrum. Kolostrum mengandung nutrisi dan zat penting untuk membangun sistem kekebalan tubuh bayi.  Maka dari itu, cara menyusui bayi yang benar adalah mengosongkan ASI di dalam payudara terlebih dulu agar si Kecil mendapatkan seluruh nutrisinya secara maksimal. Mengosongkan payudara juga dapat mengurangi pembengkakan yang membuat Ibu tidak nyaman dan nyeri. Semakin sering mengosongkan payudara, produksi ASI jadi semakin lancar. Jika si Kecil sudah terlihat kenyang tapi payudara masih terasa penuh, Mama bisa memerasnya dan menampung ASI untuk disimpan.

8. Jangan Sampai Payudara Menutupi Hidung
Hal ini sangat penting agar si Kecil dapat bernapas dengan nyaman dan tidak terganggu selama proses menyusui. Ketika puting sudah masuk ke dalam mulut bayi, Ibu bisa menekan payudara secara lembut dengan menggunakan jari untuk menjauhkannya dari hidung si Kecil.

9. Melepas Payudara Setelah Menyusui
Ketika bayi sudah selesai menyusu, perlu mengetahui bagaimana melepas payudara yang benar. Sebab, jika melepas payudara secara langsung dengan cepat dapat membuat puting Mama menjadi sakit. Saat menyusui, perlekatan bayi sangatlah kuat, maka dari itu jangan coba memaksa saat melepaskan payudara dari mulut bayi. Sebaiknya, lepaskan perlahan dari mulutnya dengan meletakkan jari kelingking secara perlahan di antara gusi bayi dan payudara.
",https://www.nutriclub.co.id/artikel/kehamilan-menyusui/persalinan-menyusui/cara-menyusui-yang-benar?gad_source=1&gclid=Cj0KCQjwgJyyBhCGARIsAK8LVLOAiUXJXpH4SsCIamF5J5bhZaq6waS_1hdrH7OGv-b_6a3lCRRd15IaAjA9EALw_wcB&gclsrc=aw.ds
